code,event,finished,finished_provisional,id,kickoff_time,minutes,provisional_start_time,started,team_a,team_a_score,team_h,team_h_score,stats,team_h_difficulty,team_a_difficulty,pulse_id
2562255,37,FALSE,FALSE,363,2026-05-17T14:00:00Z,0,FALSE,FALSE,13,NA,4,NA,,4,3,125153
2562258,37,FALSE,FALSE,364,2026-05-17T14:00:00Z,0,FALSE,FALSE,8,NA,5,NA,,3,3,125154
2562259,37,FALSE,FALSE,365,2026-05-17T14:00:00Z,0,FALSE,FALSE,18,NA,7,NA,,3,4,125155
2562260,37,FALSE,FALSE,366,2026-05-17T14:00:00Z,0,FALSE,FALSE,17,NA,9,NA,,2,3,125156
2562261,37,FALSE,FALSE,367,2026-05-17T14:00:00Z,0,FALSE,FALSE,6,NA,11,NA,,3,2,125157
2562262,37,FALSE,FALSE,368,2026-05-17T14:00:00Z,0,FALSE,FALSE,16,NA,14,NA,,3,3,125158
2562263,37,FALSE,FALSE,369,2026-05-17T14:00:00Z,0,FALSE,FALSE,19,NA,15,NA,,2,4,125159
2562264,37,FALSE,FALSE,370,2026-05-17T14:00:00Z,0,FALSE,FALSE,10,NA,20,NA,,3,3,125160
2562265,38,FALSE,FALSE,371,2026-05-24T15:00:00Z,0,FALSE,FALSE,14,NA,6,NA,,3,3,125161
2562266,38,FALSE,FALSE,372,2026-05-24T15:00:00Z,0,FALSE,FALSE,20,NA,3,NA,,2,2,125162
2562267,38,FALSE,FALSE,373,2026-05-24T15:00:00Z,0,FALSE,FALSE,1,NA,8,NA,,4,3,125163
2562268,38,FALSE,FALSE,374,2026-05-24T15:00:00Z,0,FALSE,FALSE,15,NA,10,NA,,3,3,125164
2562269,38,FALSE,FALSE,375,2026-05-24T15:00:00Z,0,FALSE,FALSE,5,NA,12,NA,,3,5,125165
2562270,38,FALSE,FALSE,376,2026-05-24T15:00:00Z,0,FALSE,FALSE,2,NA,13,NA,,3,4,125166
2562271,38,FALSE,FALSE,377,2026-05-24T15:00:00Z,0,FALSE,FALSE,4,NA,16,NA,,3,3,125167
2562273,38,FALSE,FALSE,379,2026-05-24T15:00:00Z,0,FALSE,FALSE,9,NA,18,NA,,2,3,125169
2562272,38,FALSE,FALSE,378,2026-05-24T15:00:00Z,0,FALSE,FALSE,7,NA,17,NA,,3,2,125168
2562274,38,FALSE,FALSE,380,2026-05-24T15:00:00Z,0,FALSE,FALSE,11,NA,19,NA,,2,2,125170
