name,id_2025,GW,kickoff_time,goals_scored,assists,minutes,team,id_2026
Christian Nørgaard,101,1,2024-08-18T13:00:00Z,0,0,90,Brentford,24
Emiliano Martínez Romero,47,1,2024-08-17T16:30:00Z,0,0,90,Aston Villa,32
Declan Rice,16,1,2024-08-17T14:00:00Z,0,0,84,Arsenal,21
Dejan Kulusevski,492,1,2024-08-19T19:00:00Z,0,0,11,Spurs,583
Pascal Groß,125,1,2024-08-17T14:00:00Z,0,0,0,Brighton,NA
Gabriel dos Santos Magalhães,3,1,2024-08-17T14:00:00Z,0,0,90,Arsenal,5
Cody Gakpo,321,1,2024-08-17T11:30:00Z,0,0,11,Liverpool,384
Mohammed Kudus,525,1,2024-08-17T16:30:00Z,0,0,90,West Ham,582
Benicio Baker-Boaitey,114,1,2024-08-17T14:00:00Z,0,0,0,Brighton,NA
Vitaly Janelt,94,1,2024-08-18T13:00:00Z,0,0,73,Brentford,125
Adama Traoré,239,1,2024-08-16T19:00:00Z,0,0,77,Fulham,326
Alexis Mac Allister,329,1,2024-08-17T11:30:00Z,0,0,90,Liverpool,386
Endo Wataru,320,1,2024-08-17T11:30:00Z,0,0,0,Liverpool,392
João Pedro Ferreira Silva,596,1,2024-08-17T14:00:00Z,0,0,0,Nott'm Forest,518
Ashley Phillips,478,1,2024-08-19T19:00:00Z,0,0,0,Spurs,576
Keane Lewis-Potter,98,1,2024-08-18T13:00:00Z,0,0,16,Brentford,107
Ben Johnson,275,1,2024-08-17T11:30:00Z,0,0,33,Ipswich,NA
Michael Golding,292,1,2024-08-19T19:00:00Z,0,0,0,Leicester,NA
Remi Matthews,209,1,2024-08-18T13:00:00Z,0,0,0,Crystal Palace,255
Alfie Gilchrist,170,1,2024-08-18T15:30:00Z,0,0,0,Chelsea,NA
Nayef Aguerd,529,1,2024-08-17T16:30:00Z,0,0,0,West Ham,607
Emile Smith Rowe,19,1,2024-08-16T19:00:00Z,0,0,63,Fulham,325
Enes Ünal,65,1,2024-08-17T14:00:00Z,0,0,0,Bournemouth,98
Lucas Bergström,154,1,2024-08-18T15:30:00Z,0,0,0,Chelsea,NA
Kacper Kozłowski,130,1,2024-08-17T14:00:00Z,0,0,0,Brighton,NA
Axel Tuanzebe,282,1,2024-08-17T11:30:00Z,0,0,73,Ipswich,198
Gabriel Fernando de Jesus,2,1,2024-08-17T14:00:00Z,0,0,5,Arsenal,31
Iliman Ndiaye,232,1,2024-08-17T14:00:00Z,0,0,27,Everton,299
David Raya Martin,15,1,2024-08-17T14:00:00Z,0,0,90,Arsenal,1
Enso González,547,1,2024-08-17T14:00:00Z,0,0,0,Wolves,NA
Archie Gray,489,1,2024-08-19T19:00:00Z,0,0,12,Spurs,591
Christopher Nkunku,181,1,2024-08-18T15:30:00Z,0,0,57,Chelsea,240
Manuel Akanji,340,1,2024-08-18T15:30:00Z,0,0,90,Man City,404
Ryan Gravenberch,323,1,2024-08-17T11:30:00Z,0,0,90,Liverpool,390
Joe Willock,420,1,2024-08-17T14:00:00Z,0,0,0,Newcastle,494
Mark Flekken,91,1,2024-08-18T13:00:00Z,0,0,90,Brentford,NA
Lewis Cook,64,1,2024-08-17T14:00:00Z,0,0,83,Bournemouth,88
Alex Iwobi,247,1,2024-08-16T19:00:00Z,0,0,90,Fulham,324
Ethan Nwaneri,12,1,2024-08-17T14:00:00Z,0,0,0,Arsenal,25
Ross Stewart,473,1,2024-08-17T14:00:00Z,0,0,0,Southampton,NA
Matt Doherty,543,1,2024-08-17T14:00:00Z,0,0,90,Wolves,632
Alejo Véliz,507,1,2024-08-19T19:00:00Z,0,0,0,Spurs,NA
Isaac Hayden,400,1,2024-08-17T14:00:00Z,0,0,0,Newcastle,495
Wilson Odobert,612,1,2024-08-19T19:00:00Z,0,0,0,Spurs,588
Conor Bradley,313,1,2024-08-17T11:30:00Z,0,0,13,Liverpool,375
Tom Cairney,243,1,2024-08-16T19:00:00Z,0,0,26,Fulham,331
Jarell Quansah,333,1,2024-08-17T11:30:00Z,0,0,45,Liverpool,NA
Jacob Ramsey,53,1,2024-08-17T16:30:00Z,0,1,28,Aston Villa,52
Emiliano Buendía Stati,31,1,2024-08-17T16:30:00Z,0,0,0,Aston Villa,50
James McAtee,357,1,2024-08-18T15:30:00Z,0,0,0,Man City,426
Andrew Robertson,335,1,2024-08-17T11:30:00Z,0,0,78,Liverpool,372
Luke Harris,246,1,2024-08-16T19:00:00Z,0,0,0,Fulham,334
Youri Tielemans,57,1,2024-08-17T16:30:00Z,0,1,90,Aston Villa,48
João Neves Virgínia,227,1,2024-08-17T14:00:00Z,0,0,0,Everton,NA
Oleksandr Zinchenko,25,1,2024-08-17T14:00:00Z,0,0,68,Arsenal,12
Francisco Jorge Tomás Oliveira,537,1,2024-08-17T14:00:00Z,0,0,6,Wolves,NA
Ederson Santana de Moraes,347,1,2024-08-18T15:30:00Z,0,0,90,Man City,399
Andrew Omobamidele,440,1,2024-08-17T14:00:00Z,0,0,0,Nott'm Forest,NA
Norberto Bercique Gomes Betuncal,218,1,2024-08-17T14:00:00Z,0,0,14,Everton,311
Diogo Dalot Teixeira,369,1,2024-08-16T19:00:00Z,0,0,90,Man Utd,440
Pape Matar Sarr,499,1,2024-08-19T19:00:00Z,0,0,77,Spurs,593
Danny Welbeck,148,1,2024-08-17T14:00:00Z,1,1,90,Brighton,178
Yankuba Minteh,135,1,2024-08-17T14:00:00Z,0,1,45,Brighton,160
Nathan Aké,341,1,2024-08-18T15:30:00Z,0,0,0,Man City,405
Bernd Leno,248,1,2024-08-16T19:00:00Z,0,0,90,Fulham,314
Jamaal Lascelles,407,1,2024-08-17T14:00:00Z,0,0,0,Newcastle,480
Axel Disasi,167,1,2024-08-18T15:30:00Z,0,0,0,Chelsea,NA
Kevin Schade,106,1,2024-08-18T13:00:00Z,0,0,73,Brentford,120
Victor Kristiansen,296,1,2024-08-19T19:00:00Z,0,0,90,Leicester,NA
Kyle Walker-Peters,476,1,2024-08-17T14:00:00Z,0,0,80,Southampton,659
Daniel Bentley,536,1,2024-08-17T14:00:00Z,0,0,0,Wolves,629
Ivan Toney,108,1,2024-08-18T13:00:00Z,0,0,0,Brentford,NA
Antonee Robinson,255,1,2024-08-16T19:00:00Z,0,0,90,Fulham,316
Romain Faivre,66,1,2024-08-17T14:00:00Z,0,0,0,Bournemouth,92
James Ward-Prowse,531,1,2024-08-17T16:30:00Z,0,0,16,West Ham,614
Patson Daka,289,1,2024-08-19T19:00:00Z,0,0,0,Leicester,NA
Illia Zabarnyi,85,1,2024-08-17T14:00:00Z,0,0,90,Bournemouth,71
Gavin Bazunu,454,1,2024-08-17T14:00:00Z,0,0,0,Southampton,NA
Sven Botman,393,1,2024-08-17T14:00:00Z,0,0,0,Newcastle,475
Hugo Bueno López,549,1,2024-08-17T14:00:00Z,0,0,0,Wolves,633
Danny Ward,308,1,2024-08-19T19:00:00Z,0,0,0,Leicester,NA
Samuel Amo-Ameyaw,451,1,2024-08-17T14:00:00Z,0,0,9,Southampton,NA
Joe Gauci,39,1,2024-08-17T16:30:00Z,0,0,0,Aston Villa,34
João Pedro Junqueira de Jesus,129,1,2024-08-17T14:00:00Z,0,0,81,Brighton,249
Justin Kluivert,71,1,2024-08-17T14:00:00Z,0,0,26,Bournemouth,81
Martin Dúbravka,396,1,2024-08-17T14:00:00Z,0,0,0,Newcastle,470
Flynn Downes,518,1,2024-08-17T14:00:00Z,0,0,90,Southampton,NA
Alejandro Garnacho,372,1,2024-08-16T19:00:00Z,0,1,29,Man Utd,453
Ronnie Edwards,460,1,2024-08-17T14:00:00Z,0,0,0,Southampton,NA
Edson Álvarez Velázquez,511,1,2024-08-17T16:30:00Z,0,0,0,West Ham,616
Jack Grealish,349,1,2024-08-18T15:30:00Z,0,0,0,Man City,419
Marcus Myers-Harness,271,1,2024-08-17T11:30:00Z,0,0,25,Ipswich,NA
Jack Taylor,281,1,2024-08-17T11:30:00Z,0,0,25,Ipswich,NA
Simon Adingra,113,1,2024-08-17T14:00:00Z,1,0,45,Brighton,543
Ben Mee,100,1,2024-08-18T13:00:00Z,0,0,1,Brentford,NA
Leon Chiwome,539,1,2024-08-17T14:00:00Z,0,0,0,Wolves,657
Eric da Silva Moreira,428,1,2024-08-17T14:00:00Z,0,0,0,Nott'm Forest,523
Luis Guilherme Lira dos Santos,526,1,2024-08-17T16:30:00Z,0,0,0,West Ham,619
Joe Hodge,551,1,2024-08-17T14:00:00Z,0,0,0,Wolves,653
Harrison Armstrong,603,1,2024-08-17T14:00:00Z,0,0,0,Everton,305
Carney Chukwuemeka,161,1,2024-08-18T15:30:00Z,0,0,0,Chelsea,NA
Tom King,556,1,2024-08-17T14:00:00Z,0,0,0,Wolves,630
Wout Faes,291,1,2024-08-19T19:00:00Z,0,0,90,Leicester,NA
Leny Yoro,572,1,2024-08-16T19:00:00Z,0,0,0,Man Utd,444
Pedro Lomba Neto,560,1,2024-08-18T15:30:00Z,0,0,32,Chelsea,236
Ian Maatsen,45,1,2024-08-17T16:30:00Z,0,0,16,Aston Villa,39
Harry Winks,309,1,2024-08-19T19:00:00Z,0,0,90,Leicester,NA
Mads Roerslev Rasmussen,105,1,2024-08-18T13:00:00Z,0,0,90,Brentford,112
Jurriën Timber,6,1,2024-08-17T14:00:00Z,0,0,21,Arsenal,8
Saša Kalajdžić,555,1,2024-08-17T14:00:00Z,0,0,0,Wolves,656
Anthony Elanga,432,1,2024-08-17T14:00:00Z,0,0,53,Nott'm Forest,486
Julio Enciso,121,1,2024-08-17T14:00:00Z,0,0,0,Brighton,161
Naouirou Ahamada,190,1,2024-08-18T13:00:00Z,0,0,0,Crystal Palace,275
Jeremy Sarmiento Morante,141,1,2024-08-17T14:00:00Z,0,0,8,Brighton,171
Vladimír Coufal,516,1,2024-08-17T16:30:00Z,0,0,84,West Ham,NA
Marc Cucurella Saseta,163,1,2024-08-18T15:30:00Z,0,0,79,Chelsea,224
Toti António Gomes,567,1,2024-08-17T14:00:00Z,0,0,90,Wolves,637
Cristian Romero,498,1,2024-08-19T19:00:00Z,0,0,90,Spurs,569
Dan Burn,395,1,2024-08-17T14:00:00Z,0,0,90,Newcastle,476
Destiny Udogie,505,1,2024-08-19T19:00:00Z,0,0,90,Spurs,574
Jordan Pickford,235,1,2024-08-17T14:00:00Z,0,0,90,Everton,287
Boubacar Traoré,534,1,2024-08-17T14:00:00Z,0,0,0,Wolves,649
Stefan Bajčetić Maquieira,312,1,2024-08-17T11:30:00Z,0,0,0,Liverpool,393
Mikkel Damsgaard,89,1,2024-08-18T13:00:00Z,0,0,16,Brentford,121
Luis Díaz,327,1,2024-08-17T11:30:00Z,0,0,90,Liverpool,383
Enzo Barrenechea,30,1,2024-08-17T16:30:00Z,0,0,0,Aston Villa,56
Carlos Vinícius Alves Morais,258,1,2024-08-16T19:00:00Z,0,0,0,Fulham,NA
Pervis Estupiñán,122,1,2024-08-17T14:00:00Z,0,0,0,Brighton,147
James Milner,134,1,2024-08-17T14:00:00Z,0,0,81,Brighton,170
Ryan Trevitt,602,1,2024-08-18T13:00:00Z,0,0,0,Brentford,134
Enzo Fernández,168,1,2024-08-18T15:30:00Z,0,0,90,Chelsea,237
Luke Shaw,387,1,2024-08-16T19:00:00Z,0,0,0,Man Utd,443
Fábio Freitas Gouveia Carvalho,314,1,2024-08-18T13:00:00Z,0,0,6,Brentford,123
Jérémy Doku,346,1,2024-08-18T15:30:00Z,0,0,90,Man City,418
Marcus Bettinelli,155,1,2024-08-18T15:30:00Z,0,0,0,Chelsea,401
Alisson Ramses Becker,310,1,2024-08-17T11:30:00Z,0,0,90,Liverpool,366
Aaron Hickey,93,1,2024-08-18T13:00:00Z,0,0,0,Brentford,116
Alex McCarthy,469,1,2024-08-17T14:00:00Z,0,0,90,Southampton,NA
Neal Maupay,229,1,2024-08-17T14:00:00Z,0,0,0,Everton,NA
Steven Benda,242,1,2024-08-16T19:00:00Z,0,0,0,Fulham,315
Dean Henderson,201,1,2024-08-18T13:00:00Z,0,0,90,Crystal Palace,253
Ki-Jana Hoever,552,1,2024-08-17T14:00:00Z,0,0,0,Wolves,638
Cheick Doucouré,193,1,2024-08-18T13:00:00Z,0,0,6,Crystal Palace,268
Scott McTominay,381,1,2024-08-16T19:00:00Z,0,0,6,Man Utd,NA
Wilfred Ndidi,300,1,2024-08-19T19:00:00Z,0,0,90,Leicester,NA
John Ruddy,414,1,2024-08-17T14:00:00Z,0,0,0,Newcastle,NA
Caleb Okoli,301,1,2024-08-19T19:00:00Z,0,0,0,Leicester,NA
Odysseas Vlachodimos,412,1,2024-08-17T14:00:00Z,0,0,0,Newcastle,472
George Earthy,519,1,2024-08-17T16:30:00Z,0,0,0,West Ham,620
Daichi Kamada,205,1,2024-08-18T13:00:00Z,0,0,69,Crystal Palace,271
Reece James,172,1,2024-08-18T15:30:00Z,0,0,0,Chelsea,225
Conor Chaplin,265,1,2024-08-17T11:30:00Z,0,0,64,Ipswich,NA
Santiago Bueno,564,1,2024-08-17T14:00:00Z,0,0,0,Wolves,636
Corrie Ndaba,279,1,2024-08-17T11:30:00Z,0,0,0,Ipswich,NA
Kenny Tete,257,1,2024-08-16T19:00:00Z,0,0,90,Fulham,322
Pablo Sarabia,565,1,2024-08-17T14:00:00Z,0,0,6,Wolves,NA
Diogo Teixeira da Silva,317,1,2024-08-17T11:30:00Z,1,0,78,Liverpool,NA
Kortney Hause,40,1,2024-08-17T16:30:00Z,0,0,0,Aston Villa,NA
Liam Delap,268,1,2024-08-17T11:30:00Z,0,0,73,Ipswich,250
Tino Livramento,409,1,2024-08-17T14:00:00Z,0,0,90,Newcastle,477
Tyler Adams,60,1,2024-08-17T14:00:00Z,0,0,0,Bournemouth,85
Danilo dos Santos de Oliveira,429,1,2024-08-17T14:00:00Z,0,0,14,Nott'm Forest,NA
Jenson Metcalfe,614,1,2024-08-17T14:00:00Z,0,0,0,Everton,309
Marcus Rashford,385,1,2024-08-16T19:00:00Z,0,0,90,Man Utd,451
James Maddison,494,1,2024-08-19T19:00:00Z,0,1,78,Spurs,581
Daniel Muñoz,211,1,2024-08-18T13:00:00Z,0,1,90,Crystal Palace,256
Bruno Guimarães Rodriguez Moura,394,1,2024-08-17T14:00:00Z,0,0,90,Newcastle,488
Fraser Forster,488,1,2024-08-19T19:00:00Z,0,0,0,Spurs,NA
Elliot Anderson,423,1,2024-08-17T14:00:00Z,0,0,18,Nott'm Forest,517
Charlie Taylor,475,1,2024-08-17T14:00:00Z,0,0,0,Southampton,NA
Bryan Mbeumo,99,1,2024-08-18T13:00:00Z,1,0,89,Brentford,119
Matty Cash,32,1,2024-08-17T16:30:00Z,0,0,81,Aston Villa,36
Adam Lallana,463,1,2024-08-17T14:00:00Z,0,0,0,Southampton,NA
Sandro Tonali,417,1,2024-08-17T14:00:00Z,0,0,0,Newcastle,491
Issa Diop,245,1,2024-08-16T19:00:00Z,0,0,90,Fulham,320
Igor Julio dos Santos de Paulo,128,1,2024-08-17T14:00:00Z,0,0,0,Brighton,149
Joelinton Cássio Apolinário de Lira,403,1,2024-08-17T14:00:00Z,1,0,90,Newcastle,490
John McGinn,48,1,2024-08-17T16:30:00Z,0,0,61,Aston Villa,54
Oscar Bobb,343,1,2024-08-18T15:30:00Z,0,0,0,Man City,424
Pedro Cardoso de Lima,561,1,2024-08-17T14:00:00Z,0,0,0,Wolves,640
Pierre-Emile Højbjerg,490,1,2024-08-19T19:00:00Z,0,0,0,Spurs,NA
Nathan Collins,88,1,2024-08-18T13:00:00Z,0,1,90,Brentford,106
Jesper Lindstrøm,577,1,2024-08-17T14:00:00Z,0,0,0,Everton,NA
Marc Guéhi,200,1,2024-08-18T13:00:00Z,0,0,90,Crystal Palace,260
Mathias Jorgensen,112,1,2024-08-18T13:00:00Z,0,0,0,Brentford,NA
William Osula,590,1,2024-08-17T14:00:00Z,0,0,0,Newcastle,500
Harry Souttar,303,1,2024-08-19T19:00:00Z,0,0,0,Leicester,NA
Jean-Philippe Mateta,207,1,2024-08-18T13:00:00Z,0,0,45,Crystal Palace,283
Ben Nelson,616,1,2024-08-19T19:00:00Z,0,0,0,Leicester,NA
Bernardo Veiga de Carvalho e Silva,342,1,2024-08-18T15:30:00Z,0,1,90,Man City,416
Filip Jørgensen,581,1,2024-08-18T15:30:00Z,0,0,0,Chelsea,221
David Brooks,62,1,2024-08-17T14:00:00Z,0,0,0,Bournemouth,86
Son Heung-min,503,1,2024-08-19T19:00:00Z,0,0,90,Spurs,579
Solly March,132,1,2024-08-17T14:00:00Z,0,0,0,Brighton,159
Manor Solomon,502,1,2024-08-19T19:00:00Z,0,0,0,Spurs,589
Nathaniel Phillips,332,1,2024-08-17T11:30:00Z,0,0,0,Liverpool,NA
Kieran Trippier,418,1,2024-08-17T14:00:00Z,0,0,0,Newcastle,478
John Stones,362,1,2024-08-18T15:30:00Z,0,0,0,Man City,409
Sam Morsy,278,1,2024-08-17T11:30:00Z,0,0,90,Ipswich,NA
Lewis Hall,399,1,2024-08-17T14:00:00Z,0,0,69,Newcastle,473
Marc Guiu Paz,178,1,2024-08-18T15:30:00Z,0,0,24,Chelsea,252
Tom Cannon,286,1,2024-08-19T19:00:00Z,0,0,0,Leicester,NA
Ben Davies,484,1,2024-08-19T19:00:00Z,0,0,0,Spurs,571
Tyler Morton,331,1,2024-08-17T11:30:00Z,0,0,0,Liverpool,395
Matheus França de Oliveira,208,1,2024-08-18T13:00:00Z,0,0,0,Crystal Palace,279
Calvin Bassey,241,1,2024-08-16T19:00:00Z,0,0,90,Fulham,318
Eddie Nketiah,11,1,2024-08-17T14:00:00Z,0,0,0,Arsenal,284
Andreas Hoelgebaum Pereira,240,1,2024-08-16T19:00:00Z,0,0,90,Fulham,327
Matheus Santos Carneiro Da Cunha,541,1,2024-08-17T14:00:00Z,0,0,33,Wolves,450
Amadou Onana,233,1,2024-08-17T16:30:00Z,1,0,90,Aston Villa,59
Morgan Rogers,54,1,2024-08-17T16:30:00Z,0,0,90,Aston Villa,47
Reiss Nelson,10,1,2024-08-17T14:00:00Z,0,0,0,Arsenal,27
Tosin Adarabioyo,187,1,2024-08-18T15:30:00Z,0,0,0,Chelsea,232
Matt Targett,416,1,2024-08-17T14:00:00Z,0,0,0,Newcastle,484
Filip Marschall,46,1,2024-08-17T16:30:00Z,0,0,0,Aston Villa,35
Jan Paul van Hecke,144,1,2024-08-17T14:00:00Z,0,0,90,Brighton,151
Jean-Clair Todibo,591,1,2024-08-17T16:30:00Z,0,0,5,West Ham,609
Chris Mepham,72,1,2024-08-17T14:00:00Z,0,0,0,Bournemouth,79
Ollie Watkins,58,1,2024-08-17T16:30:00Z,0,0,61,Aston Villa,64
Jorge Cuenca Barreno,586,1,2024-08-16T19:00:00Z,0,0,0,Fulham,321
Rico Lewis,355,1,2024-08-18T15:30:00Z,0,0,90,Man City,410
Julián Araujo Zúñiga,592,1,2024-08-17T14:00:00Z,0,0,27,Bournemouth,78
Murillo Santiago Costa dos Santos,436,1,2024-08-17T14:00:00Z,0,0,90,Nott'm Forest,506
James Tarkowski,236,1,2024-08-17T14:00:00Z,0,0,90,Everton,291
Joël Veltman,145,1,2024-08-17T14:00:00Z,0,0,90,Brighton,152
Jaidon Anthony,61,1,2024-08-17T14:00:00Z,0,0,0,Bournemouth,200
Kamaldeen Sulemana,462,1,2024-08-17T14:00:00Z,0,0,0,Southampton,NA
Timo Werner,509,1,2024-08-19T19:00:00Z,0,0,12,Spurs,NA
Tyrone Mings,49,1,2024-08-17T16:30:00Z,0,0,0,Aston Villa,40
Matz Sels,443,1,2024-08-17T14:00:00Z,0,0,90,Nott'm Forest,502
Ryan Yates,449,1,2024-08-17T14:00:00Z,0,1,75,Nott'm Forest,522
Amad Diallo,364,1,2024-08-16T19:00:00Z,0,0,60,Man Utd,452
Sam Szmodics,611,1,2024-08-17T11:30:00Z,0,0,16,Ipswich,NA
Malo Gusto,171,1,2024-08-18T15:30:00Z,0,0,90,Chelsea,228
Hwang Ui-jo,446,1,2024-08-17T14:00:00Z,0,0,0,Nott'm Forest,NA
Jakub Stolarczyk,304,1,2024-08-19T19:00:00Z,0,0,0,Leicester,NA
Lloyd Kelly,404,1,2024-08-17T14:00:00Z,0,0,20,Newcastle,NA
Valentín Barco,116,1,2024-08-17T14:00:00Z,0,0,0,Brighton,NA
Dean Huijsen,580,1,2024-08-17T14:00:00Z,0,0,90,Bournemouth,NA
Max Aarons,59,1,2024-08-17T14:00:00Z,0,0,0,Bournemouth,NA
Rhys Williams,334,1,2024-08-17T11:30:00Z,0,0,0,Liverpool,379
Michail Antonio,512,1,2024-08-17T16:30:00Z,0,0,72,West Ham,NA
Ibrahim Osman,127,1,2024-08-17T14:00:00Z,0,0,0,Brighton,NA
Lewis Miley,411,1,2024-08-17T14:00:00Z,0,0,0,Newcastle,497
Nathan Wood-Gordon,477,1,2024-08-17T14:00:00Z,0,0,0,Southampton,NA
Rodrigo Muniz Carvalho,251,1,2024-08-16T19:00:00Z,0,0,77,Fulham,338
Benjamin White,24,1,2024-08-17T14:00:00Z,0,0,90,Arsenal,11
Cameron Burgess,263,1,2024-08-17T11:30:00Z,0,0,0,Ipswich,NA
Abdul Fatawu,570,1,2024-08-19T19:00:00Z,0,1,90,Leicester,NA
Dominik Szoboszlai,336,1,2024-08-17T11:30:00Z,0,1,90,Liverpool,387
Tim Iroegbunam,226,1,2024-08-17T14:00:00Z,0,0,90,Everton,304
Neco Williams,437,1,2024-08-17T14:00:00Z,0,0,90,Nott'm Forest,508
Roméo Lavia,174,1,2024-08-18T15:30:00Z,0,0,65,Chelsea,244
Leon Bailey,28,1,2024-08-17T16:30:00Z,0,0,73,Aston Villa,49
Niclas Füllkrug,589,1,2024-08-17T16:30:00Z,0,0,17,West Ham,625
Harvey Barnes,392,1,2024-08-17T14:00:00Z,0,0,20,Newcastle,487
Brennan Johnson,491,1,2024-08-19T19:00:00Z,0,0,77,Spurs,580
Andrew Moran,601,1,2024-08-17T14:00:00Z,0,0,0,Brighton,177
Harry Maguire,377,1,2024-08-16T19:00:00Z,0,0,80,Man Utd,442
Mark Travers,84,1,2024-08-17T14:00:00Z,0,0,0,Bournemouth,288
Will Smallbone,471,1,2024-08-17T14:00:00Z,0,0,90,Southampton,NA
Mykhailo Mudryk,179,1,2024-08-18T15:30:00Z,0,0,0,Chelsea,245
Hamed Traorè,67,1,2024-08-17T14:00:00Z,0,0,0,Bournemouth,93
Stefan Ortega Moreno,358,1,2024-08-18T15:30:00Z,0,0,0,Man City,400
Renato Palma Veiga,184,1,2024-08-18T15:30:00Z,0,0,10,Chelsea,NA
Eberechi Eze,199,1,2024-08-18T13:00:00Z,0,0,90,Crystal Palace,266
Samuel Iling-Junior,41,1,2024-08-17T16:30:00Z,0,0,0,Aston Villa,51
Boubacar Kamara,42,1,2024-08-17T16:30:00Z,0,0,0,Aston Villa,58
Ali Al-Hamadi,260,1,2024-08-17T11:30:00Z,0,0,16,Ipswich,NA
Willy Boly,425,1,2024-08-17T14:00:00Z,0,0,90,Nott'm Forest,514
Carlos Alcaraz Durán,450,1,2024-08-17T14:00:00Z,0,0,9,Southampton,301
Victor Lindelöf,376,1,2024-08-16T19:00:00Z,0,0,0,Man Utd,719
Ross Barkley,29,1,2024-08-17T16:30:00Z,0,0,0,Aston Villa,55
James McConnell,330,1,2024-08-17T11:30:00Z,0,0,0,Liverpool,394
Kobbie Mainoo,378,1,2024-08-16T19:00:00Z,0,0,83,Man Utd,458
Adam Armstrong,453,1,2024-08-17T14:00:00Z,0,0,90,Southampton,NA
Aaron Cresswell,517,1,2024-08-17T16:30:00Z,0,0,0,West Ham,NA
Emil Krafth,405,1,2024-08-17T14:00:00Z,0,0,60,Newcastle,479
Jakub Kiwior,8,1,2024-08-17T14:00:00Z,0,0,0,Arsenal,9
Kristoffer Ajer,86,1,2024-08-18T13:00:00Z,0,0,90,Brentford,108
Will Hughes,203,1,2024-08-18T13:00:00Z,0,0,83,Crystal Palace,270
David Ozoh,212,1,2024-08-18T13:00:00Z,0,0,0,Crystal Palace,280
Jakub Moder,137,1,2024-08-17T14:00:00Z,0,0,0,Brighton,NA
Cieran Slicker,280,1,2024-08-17T11:30:00Z,0,0,0,Ipswich,NA
Raheem Sterling,186,1,2024-08-18T15:30:00Z,0,0,0,Chelsea,NA
Raúl Jiménez,252,1,2024-08-16T19:00:00Z,0,0,12,Fulham,337
Bryan Gil Salvatierra,483,1,2024-08-19T19:00:00Z,0,0,0,Spurs,590
Myles Lewis-Skelly,597,1,2024-08-17T14:00:00Z,0,0,0,Arsenal,10
Giovani Lo Celso,493,1,2024-08-19T19:00:00Z,0,0,0,Spurs,NA
Tawanda Chirewa,538,1,2024-08-17T14:00:00Z,0,0,0,Wolves,650
Cameron Humphreys,273,1,2024-08-17T11:30:00Z,0,0,0,Ipswich,NA
Ashley Young,238,1,2024-08-17T14:00:00Z,0,0,65,Everton,NA
James Bree,457,1,2024-08-17T14:00:00Z,0,0,0,Southampton,NA
Alex Scott,77,2,2024-08-25T13:00:00Z,0,0,26,Bournemouth,90
Carlos Miguel dos Santos Pereira,427,2,2024-08-24T14:00:00Z,0,0,0,Nott'm Forest,503
Tomiyasu Takehiro,22,2,2024-08-24T16:30:00Z,0,0,0,Arsenal,NA
Malcolm Ebiowei,197,2,2024-08-24T14:00:00Z,0,0,0,Crystal Palace,277
Ben Brereton Díaz,584,2,2024-08-24T14:00:00Z,0,0,90,Southampton,NA
Pau Torres,52,2,2024-08-24T16:30:00Z,0,0,90,Aston Villa,41
Joel Ward,215,2,2024-08-24T14:00:00Z,0,0,0,Crystal Palace,NA
Will Lankshear,609,2,2024-08-24T14:00:00Z,0,0,0,Spurs,598
Hwang Hee-chan,550,2,2024-08-25T13:00:00Z,0,0,58,Wolves,642
Mikey Moore,610,2,2024-08-24T14:00:00Z,0,0,0,Spurs,592
Hákon Valdimarsson,109,2,2024-08-25T15:30:00Z,0,0,0,Brentford,105
Alex Paulsen,75,2,2024-08-25T13:00:00Z,0,0,0,Bournemouth,70
João Victor Gomes da Silva,553,2,2024-08-25T13:00:00Z,0,0,90,Wolves,646
Cole Palmer,182,2,2024-08-25T13:00:00Z,1,3,82,Chelsea,235
Mitoma Kaoru,136,2,2024-08-24T11:30:00Z,0,1,89,Brighton,157
Boubakary Soumaré,285,2,2024-08-24T14:00:00Z,0,0,0,Leicester,NA
Chris Wood,447,2,2024-08-24T14:00:00Z,0,0,74,Nott'm Forest,525
Joe Worrall,448,2,2024-08-24T14:00:00Z,0,0,0,Nott'm Forest,199
Jeffrey Schlupp,214,2,2024-08-24T14:00:00Z,0,0,9,Crystal Palace,NA
Milos Kerkez,70,2,2024-08-25T13:00:00Z,0,0,90,Bournemouth,371
Adrian Mazilu,133,2,2024-08-24T11:30:00Z,0,0,0,Brighton,176
Jason Steele,142,2,2024-08-24T11:30:00Z,0,0,90,Brighton,138
Arijanet Muric,568,2,2024-08-24T14:00:00Z,0,0,90,Ipswich,NA
Carl Rushworth,615,2,2024-08-24T11:30:00Z,0,0,0,Brighton,141
Ibrahim Sangaré,442,2,2024-08-24T14:00:00Z,0,0,65,Nott'm Forest,521
Hannibal Mejbri,373,2,2024-08-24T11:30:00Z,0,0,0,Man Utd,207
Brandon Austin,479,2,2024-08-24T14:00:00Z,0,0,0,Spurs,566
Conor Coady,288,2,2024-08-24T14:00:00Z,0,0,0,Leicester,NA
Wes Foderingham,522,2,2024-08-24T14:00:00Z,0,0,0,West Ham,601
Armando Broja,156,2,2024-08-25T13:00:00Z,0,0,0,Chelsea,680
Adam Webster,147,2,2024-08-24T11:30:00Z,0,0,0,Brighton,153
Thomas Partey,20,2,2024-08-24T16:30:00Z,1,0,90,Arsenal,NA
